inventorynumber;wikidataitem;creator;title;image;url;height;width;mime
KMS6630;Q20539768;[[wikidata:Q4993706]];Still Life With a Jar and a Bottle;;https://collection.smk.dk/#/en/detail/KMS6630;;;
KMS4523;Q20355651;[[wikidata:Q11902436]];Self-Portrait;;https://collection.smk.dk/#/en/detail/KMS4523;;;
KMS6769;Q20433325;[[wikidata:Q164735]];View of Engelholm at Præstø in Zealand;https://commons.wikimedia.org/wiki/Special:FilePath/Johan Christian Clausen Dahl - Udsigt mod Engelholm ved Præstø - Statens Museum for Kunst - KMS6769.jpeg;https://collection.smk.dk/#/en/detail/KMS6769;647;800;image/jpeg
KMS7413;Q20354712;[[wikidata:Q6501886]];Klintebjerg;;https://collection.smk.dk/#/en/detail/KMS7413;;;
KMS3040;Q20457079;[[wikidata:Q957766]];Nymphs in a Grotto;https://commons.wikimedia.org/wiki/Special:FilePath/Abraham van Cuylenborch - Nymphs in a Grotto - KMS3040 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS3040;531;800;image/jpeg
KMSr87;Q20380260;[[wikidata:Q5589]];Odalisque;;https://collection.smk.dk/#/en/detail/KMSr87;;;
KMS1987;Q20277573;[[wikidata:Q503322]];Head of Christ;https://commons.wikimedia.org/wiki/Special:FilePath/Carlo Dolci - Head of Christ - KMS1987 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1987;768;610;image/jpeg
KMS1995;Q20354147;[[wikidata:Q12315331]];Lensgreve Adam Wilhelm Moltke til Bregentved;https://commons.wikimedia.org/wiki/Special:FilePath/Hans Hansen - Lensgreve Adam Wilhelm Moltke til Bregentved - KMS1995 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1995;768;632;image/jpeg
KMS1012;Q20267897;[[wikidata:Q43270]];Landscape;https://commons.wikimedia.org/wiki/Special:FilePath/Pieter Bruegel d.Æ. - Landscape - KMS1012 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1012;541;768;image/jpeg
KMSst519;Q20440665;None;Kristus og soldaterne;;https://collection.smk.dk/#/en/detail/KMSst519;;;
KMS1533;Q20355667;[[wikidata:Q28049817]];A Dead Cock;https://commons.wikimedia.org/wiki/Special:FilePath/Matthijs Bloem - A Dead Cock - KMS1533 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1533;768;667;image/jpeg
KMS8712;Q20532738;[[wikidata:Q388005]];Untitled;;https://collection.smk.dk/#/en/detail/KMS8712;;;
KMS754;Q20355212;[[wikidata:Q539474]];En husmoder ved sin båndvæv taler med to børn;https://commons.wikimedia.org/wiki/Special:FilePath/Constantin Hansen - En husmoder ved sin båndvæv taler med to børn - KMS754 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS754;453;603;image/jpeg
KMSsp622;Q20268674;[[wikidata:Q5280882]];Game and Fruit;https://commons.wikimedia.org/wiki/Special:FilePath/Dirk Valkenburg - Game and Fruit - KMSsp622 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp622;5130;7021;image/jpeg
KMS7519;Q20354883;[[wikidata:Q1851487]];Sensitive Portrait;;https://collection.smk.dk/#/en/detail/KMS7519;;;
KMS2085;Q20275471;[[wikidata:Q561916]];Portrait of a Man;https://commons.wikimedia.org/wiki/Special:FilePath/Sir Henry Raeburn - Portrait of a Man - KMS2085 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS2085;768;628;image/jpeg
KMS8221;Q20439414;[[wikidata:Q1794177]];Child with Foetus;;https://collection.smk.dk/#/en/detail/KMS8221;;;
KMS4932;Q20548086;[[wikidata:Q471318]];Composition (yellow, black and white);;https://collection.smk.dk/#/en/detail/KMS4932;;;
KMS7462a;Q20268769;[[wikidata:Q12337204]];Upupa epops;;https://collection.smk.dk/#/en/detail/KMS7462a;;;
KMS4287;Q20379388;[[wikidata:Q1781575]];I lysthuset;https://commons.wikimedia.org/wiki/Special:FilePath/Vilhelm Kyhn - I lysthuset - KMS4287 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS4287;4883;4650;image/jpeg
KMS7143;Q20278310;[[wikidata:Q21479997]];Spring Fields;;https://collection.smk.dk/#/en/detail/KMS7143;;;
KMS853;Q20354851;[[wikidata:Q6006049]];Skibe under land efter en byge;https://commons.wikimedia.org/wiki/Special:FilePath/Carl Neumann - Skibe under land efter en byge - 1867.jpeg;https://collection.smk.dk/#/en/detail/KMS853;4326;6516;image/jpeg
KMSsp618;Q20432909;[[wikidata:Q874868]];The Penitent Saint Mary Magdalene;https://commons.wikimedia.org/wiki/Special:FilePath/Godfried Schalcken - The Penitent Saint Mary Magdalene - KMSsp618 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp618;800;660;image/jpeg
KMS4119;Q20469714;[[wikidata:Q7513293]];Jacob's Dream;;https://collection.smk.dk/#/en/detail/KMS4119;;;
KMSst270;Q20392096;[[wikidata:Q1344948]];An Old Man Counting his Money;https://commons.wikimedia.org/wiki/Special:FilePath/Salomon Koninck - An Old Man Counting his Money - KMSst270 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSst270;600;454;image/jpeg
KMS6627;Q20539436;[[wikidata:Q157183]];Kvinde med vase;;https://collection.smk.dk/#/en/detail/KMS6627;;;
KMS3495;Q20392170;[[wikidata:Q363823]];Adelheid Berlin, Grosserer Lippmann Berlins hustru;https://commons.wikimedia.org/wiki/Special:FilePath/C.W. Eckersberg - Adelheid Berlin, Grosserer Lippmann Berlins hustru - KMS3495 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS3495;768;618;image/jpeg
KMSst525;Q20468236;[[wikidata:Q761985]];Moses findes i Nilen af Faraos datter;https://commons.wikimedia.org/wiki/Special:FilePath/Hendrik Krock - Moses findes i Nilen af Faraos datter - KMSst525 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSst525;630;768;image/jpeg
KMSsp497;Q20540111;[[wikidata:Q15702751]];Architecture Piece;https://commons.wikimedia.org/wiki/Special:FilePath/Daniël de Blieck - Architecture Piece - KMSsp497 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp497;768;610;image/jpeg
KMSsp667;Q20383630;[[wikidata:Q1133546]];Peasants outside an Inn;https://commons.wikimedia.org/wiki/Special:FilePath/Cornelis Dusart - Peasants outside an Inn - KMSsp667 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp667;600;517;image/jpeg
KMSst3;Q20414905;None;Diana, omgivet af sine nymfer;;https://collection.smk.dk/#/en/detail/KMSst3;;;
KMSsp83;Q20441101;[[wikidata:Q7824]];St John the Baptist;https://commons.wikimedia.org/wiki/Special:FilePath/Annibale Carracci - St John the Baptist - KMSsp83 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp83;768;433;image/jpeg
KMS4342;Q20268233;[[wikidata:Q6097841]];Trollholmarna;;https://collection.smk.dk/#/en/detail/KMS4342;;;
KMS4386;Q20540698;[[wikidata:Q5341386]];Faun and Nymph;https://commons.wikimedia.org/wiki/Special:FilePath/Faun og nymfe.jpg;http://www.smk.dk/en/explore-the-art/search-smk/#/detail/KMS4386;4489;3453;image/jpeg
KMS6728;Q20422161;[[wikidata:Q19664493]];Land of the Indians;;https://collection.smk.dk/#/en/detail/KMS6728;;;
KMS4399;Q20355203;[[wikidata:Q15944183]];Children Reading;;https://collection.smk.dk/#/en/detail/KMS4399;;;
KMS174;Q20354519;[[wikidata:Q3362220]];A young faun picking grapes;https://commons.wikimedia.org/wiki/Special:FilePath/En ung faun ifærd med at plukke druer.jpg;https://collection.smk.dk/#/en/detail/KMS174;768;622;image/jpeg
KMS8416;Q20531174;[[wikidata:Q12319233]];Bedtime at the Shelter;https://commons.wikimedia.org/wiki/Special:FilePath/Jens Birkholm - Bedtime at the Shelter - KMS8416 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS8416;5358;7216;image/jpeg
KMS7115;Q6462468;[[wikidata:Q313096]];Woman with Horse;;https://collection.smk.dk/#/en/detail/KMS7115;;;
KMS3375;Q20540434;[[wikidata:Q11986836]];Konferensrådinde Marie Sophie Frølich, f. de Coninck;https://commons.wikimedia.org/wiki/Special:FilePath/Louis Aumont - Konferensrådinde Marie Sophie Frølich, f. de Coninck - KMS3375 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS3375;768;623;image/jpeg
KMS1802;Q20269791;[[wikidata:Q1807597]];Daniel i løvekulen;;https://collection.smk.dk/#/en/detail/KMS1802;;;
KMS1876;Q20438844;[[wikidata:Q2576955]];Diana and her Nymphs;https://commons.wikimedia.org/wiki/Special:FilePath/DianaAndHerNymphsByVanLoo.jpg;https://www.wga.hu/html/l/loo/jacob/diana_ny.html;950;1281;image/jpeg
DEP289;Q20355494;[[wikidata:Q2199553]];Harvest;https://commons.wikimedia.org/wiki/Special:FilePath/I høst.jpg;http://www.smk.dk/en/explore-the-art/search-smk/#/detail/DEP289;7624;6120;image/jpeg
KMS1138;Q20354189;[[wikidata:Q2027614]];The Dowager Queen Juliane Marie of Denmark;https://commons.wikimedia.org/wiki/Special:FilePath/Vigilius Eriksen, Enkedronning Juliane Marie, 1778, KMS1138, Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1138;1000;769;image/jpeg
KMS3095;Q20380926;[[wikidata:Q159297]];Study of a Windmill;https://commons.wikimedia.org/wiki/Special:FilePath/John Constable - Study of a Windmill - KMS3095 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS3095;768;659;image/jpeg
KMS3506;Q20270420;[[wikidata:Q164735]];Norwegian Landscape with a River and a Waterfall between Rocks;https://commons.wikimedia.org/wiki/Special:FilePath/Johan Christian Clausen Dahl - Norsk landskab med en elv og et vandfald mellem klipper - Statens Museum for Kunst - KMS3506.jpg;https://collection.smk.dk/#/en/detail/KMS3506;721;768;image/jpeg
KMS8651;Q20535853;[[wikidata:Q392816]];Let svævende objekter;;https://collection.smk.dk/#/en/detail/KMS8651;;;
KMS71;Q20441212;[[wikidata:Q12304945]];Hero ventende sin elsker Leander;https://commons.wikimedia.org/wiki/Special:FilePath/C.F. Høyer - Hero ventende sin elsker Leander - KMS71 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS71;768;589;image/jpeg
KMS6424;Q20538634;[[wikidata:Q20745462]];Painting;;https://collection.smk.dk/#/en/detail/KMS6424;;;
KMSsp523;Q20268431;[[wikidata:Q576572]];Italian Peasants;https://commons.wikimedia.org/wiki/Special:FilePath/Dirck Helmbreeker - Italian Peasants - KMSsp523 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp523;585;768;image/jpeg
KMS1381;Q20274536;[[wikidata:Q3428643]];Portrait of an Old Woman, Wife of Christian Jacobsen Drakenberg, née Bagge (?);https://commons.wikimedia.org/wiki/Special:FilePath/Karel van III Mander - Portrait of an Old Woman, Wife of Christian Jacobsen Drakenberg, née Bagge (^) - KMS1381 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1381;3042;2244;image/jpeg
KMS1956;Q20468620;[[wikidata:Q33477]];Peonies;;https://collection.smk.dk/#/en/detail/KMS1956;;;
KMS7773;Q20440347;[[wikidata:Q392816]];Red Eel;;https://collection.smk.dk/#/en/detail/KMS7773;;;
KMS4062;Q20273804;[[wikidata:Q539474]];The Birth of Pallas Athene;https://commons.wikimedia.org/wiki/Special:FilePath/Constantin Hansen - The Birth of Pallas Athene - KMS4062 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS4062;547;768;image/jpeg
KMS361;Q20536601;[[wikidata:Q12302468]];Et sjællandsk hestemarked;https://commons.wikimedia.org/wiki/Special:FilePath/August Plum - Et sjællandsk hestemarked - KMS361 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS361;549;768;image/jpeg
KMS4495;Q20267862;[[wikidata:Q3049203]];Blue Lines, Cagnes;;https://collection.smk.dk/#/en/detail/KMS4495;;;
KMS4215;Q20392078;[[wikidata:Q5616058]];Ved Præstø Fjord i blæst;https://commons.wikimedia.org/wiki/Special:FilePath/Carlo Dalgas - Ved Præstø Fjord i blæst - KMS4215 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS4215;1900;3424;image/jpeg
KMS4998;Q20355802;[[wikidata:Q966116]];Cosmic Head;;https://collection.smk.dk/#/en/detail/KMS4998;;;
KMS4227;Q20440875;[[wikidata:Q972293]];Thomasine Ludvigne Vermehren, f. Grüner, kunstnerens hustru;https://commons.wikimedia.org/wiki/Special:FilePath/Frederik Vermehren - Thomasine Ludvigne Vermehren, f. Grüner, kunstnerens hustru - KMS4227 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS4227;562;446;image/jpeg
KMS1858;Q20540774;[[wikidata:Q759588]];Peasant Family;https://commons.wikimedia.org/wiki/Special:FilePath/Jan Miense Molenaer - Peasant Family - KMS1858 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1858;768;683;image/jpeg
KMS3044;Q20355600;[[wikidata:Q368053]];Venus and Cupid;https://commons.wikimedia.org/wiki/Special:FilePath/Adriaen van der Werff - Venus and Cupid - KMS3044 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS3044;768;538;image/jpeg
KMSsp25;Q20434285;[[wikidata:Q3071902]];Bacchus and Ariadne;https://commons.wikimedia.org/wiki/Special:FilePath/Tizian - Bacchus and Ariadne - KMSsp25 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp25;641;768;image/jpeg
KMSst383;Q20355383;None;Mardochæus og Haman;;https://collection.smk.dk/#/en/detail/KMSst383;;;
KMSst91;Q20355345;[[wikidata:Q18814435]];A Scholar;https://commons.wikimedia.org/wiki/Special:FilePath/Thomas Mathisen - A Scholar - KMSst91 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSst91;768;644;image/jpeg
KMS232;Q20496631;[[wikidata:Q5499315]];Fregatten "Havfruen"s ankomst uden for Århus;https://commons.wikimedia.org/wiki/Special:FilePath/Friedrich Theodore Kloss - Fregatten "Havfruen"s ankomst uden for Århus - KMS232 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS232;482;768;image/jpeg
KMS1478;Q20553691;[[wikidata:Q12300589]];Inde i skoven;;https://collection.smk.dk/#/en/detail/KMS1478;;;
KMSst82;Q20433628;[[wikidata:Q3658533]];A Mountain Cave;https://commons.wikimedia.org/wiki/Special:FilePath/Charles Cornelisz. de Hooch - A Mountain Cave - KMSst82 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSst82;490;768;image/jpeg
KMSsp812;Q19939105;[[wikidata:Q955671]];Trompe l'oeil. Skab fra kunstnerens atelier;https://commons.wikimedia.org/wiki/Special:FilePath/Cornelius Norbertus Gijsbrechts - Trompe l'oeil. A Cabinet in the Artist's Studio - Google Art Project.jpg;https://collection.smk.dk/#/en/detail/KMSsp812;3691;5579;image/jpeg
KMS1763;Q20354318;[[wikidata:Q363823]];Julie Eckersberg, née Juel, the Artist's Second Wife;https://commons.wikimedia.org/wiki/Special:FilePath/Julie Eckersberg, født Juel, kunstnerens anden hustru.jpeg;https://collection.smk.dk/#/en/detail/KMS1763;1074;935;image/jpeg
KMSst354;Q20268294;[[wikidata:Q1366347]];Horseman Firing a Pistol at another Horseman;https://commons.wikimedia.org/wiki/Special:FilePath/Jacques Courtois - Horseman Firing a Pistol at another Horseman - KMSst354 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSst354;530;768;image/jpeg
KMS1007;Q20354791;None;Overfald af røvere;https://commons.wikimedia.org/wiki/Special:FilePath/KMS 1007 Ubekendt - Overfald af røvere - KMS1007 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1007;589;768;image/jpeg
KMSsp544;Q20440765;[[wikidata:Q468214]];A Storm;https://commons.wikimedia.org/wiki/Special:FilePath/Ludolf Bakhuizen - A Storm - KMSsp544 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp544;614;800;image/jpeg
KMS1502;Q20354160;[[wikidata:Q5359654]];Aftenlandskab;https://commons.wikimedia.org/wiki/Special:FilePath/Otto Haslund - Aftenlandskab - KMS1502 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1502;528;768;image/jpeg
KMS3714;Q20268563;[[wikidata:Q315996]];River Scene with the "Swan" Tavern;https://commons.wikimedia.org/wiki/Special:FilePath/Jan Josefsz van Goyen - River Scene with the "Swan" Tavern - KMS3714 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS3714;371;601;image/jpeg
KMS6895;Q20539080;[[wikidata:Q3365368]];Landscape near Hammermøllen. Study;https://commons.wikimedia.org/wiki/Special:FilePath/Dankvart Dreyer - Landscape near Hammermøllen. Study - KMS6895 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS6895;1272;1600;image/jpeg
KMS2012;Q20355581;[[wikidata:Q547055]];Descent from the Cross;https://commons.wikimedia.org/wiki/Special:FilePath/Carl Bloch - Descent from the Cross - KMS2012 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS2012;2819;3547;image/jpeg
KMSsp865;Q20355365;[[wikidata:Q581361]];The Bridge and the Waterfall at Dornach, Switzerland;https://commons.wikimedia.org/wiki/Special:FilePath/Jens Juel - The Bridge and the Waterfall at Dornach, Switzerland - KMSsp865 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp865;575;800;image/jpeg
KKShm1976-385;Q20428994;[[wikidata:Q545293]];Flodlandskab med pram og både;;https://collection.smk.dk/#/en/detail/KKShm1976-385;;;
KMS541;Q20426425;[[wikidata:Q6076873]];Vinterlandskab;https://commons.wikimedia.org/wiki/Special:FilePath/Frederik Rohde - Vinterlandskab - KMS541 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS541;574;768;image/jpeg
KKSgb8011;Q20968202;[[wikidata:Q577044]];Vinterlandskab;;http://www.smk.dk/udforsk-kunsten/soeg-i-smk/#/detail/KKSgb8011;;;
KMS3929;Q20355826;[[wikidata:Q3364443]];The Manor of Krabbesholm in Jutland;https://commons.wikimedia.org/wiki/Special:FilePath/Christen Dalsgaard - The Manor of Krabbesholm in Jutland - KMS3929 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS3929;3010;3789;image/jpeg
KMS7631;Q20380444;[[wikidata:Q12310537]];A Lady in a Garden. Anna Thorup;;https://collection.smk.dk/#/en/detail/KMS7631;;;
KMS1311a;Q20270050;[[wikidata:Q5600305]];Landskab med køer. Småland;https://commons.wikimedia.org/wiki/Special:FilePath/Carl Bøgh - Landskab med køer. Småland - KMS1311a - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1311a;555;768;image/jpeg
KMSsp12;Q20540122;[[wikidata:Q1333792]];The Last Supper;https://commons.wikimedia.org/wiki/Special:FilePath/Girolamo Muziano - The Last Supper - KMSsp12 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp12;611;768;image/jpeg
KMS8468;Q20441160;[[wikidata:Q12310453]];Silver Gelatin. Class in American History;;https://collection.smk.dk/#/en/detail/KMS8468;;;
KMSsp393;Q20491505;[[wikidata:Q454656]];Still Life with Asparagus;https://commons.wikimedia.org/wiki/Special:FilePath/Jan Davidsz. de Heem - Still Life with Asparagus - KMSsp393 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp393;874;1000;image/jpeg
KMS4057;Q20392070;[[wikidata:Q5600432]];October Day;;https://collection.smk.dk/#/en/detail/KMS4057;;;
KMS551;Q20386526;[[wikidata:Q2632216]];Portrait of a Young Italian Lady;https://commons.wikimedia.org/wiki/Special:FilePath/Scipione Pulzone - Portrait of a Young Italian Lady - KMS551 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS551;768;642;image/jpeg
KMS3608;Q20354825;[[wikidata:Q367741]];Pasture with Horses and Cattle;https://commons.wikimedia.org/wiki/Special:FilePath/Adriaen van de Velde - Pasture with Horses and Cattle - KMS3608 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS3608;768;699;image/jpeg
KMS4080;Q20440334;[[wikidata:Q12342998]];Andrea Frederikke Bindesbøll, f. Andersen. Arkitekten Gottlieb Bindesbølls hustru;https://commons.wikimedia.org/wiki/Special:FilePath/Gustav Theodor Wegener - Andrea Frederikke Bindesbøll, f. Andersen. Arkitekten Gottlieb Bindesbølls hustru - KMS4080 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS4080;768;585;image/jpeg
KMS334;Q20427962;[[wikidata:Q821206]];Kriebstein Castle at Zschoppau in Saxony. Morning;https://commons.wikimedia.org/wiki/Special:FilePath/Hermann Carmiencke - Kriebstein Castle at Zschoppau in Saxony. Morning - KMS334 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS334;647;768;image/jpeg
KMS6917;Q20269024;[[wikidata:Q28049181]];Winter Landscape, Kragerø, Norway;;https://collection.smk.dk/#/en/detail/KMS6917;;;
KMSst14;Q20537311;[[wikidata:Q709404]];An Alchemist in his Laboratory;https://commons.wikimedia.org/wiki/Special:FilePath/Thomas Wijck - An Alchemist in his Laboratory - KMSst14 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSst14;1443;1200;image/jpeg
KMS383;Q20551756;[[wikidata:Q721656]];Dance in a Peasant's Cottage;https://commons.wikimedia.org/wiki/Special:FilePath/Egbert van I Heemskerck - Dance in a Peasant's Cottage - KMS383 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS383;605;768;image/jpeg
KMS1026;Q20392178;[[wikidata:Q4232319]];Landscape with Birds;https://commons.wikimedia.org/wiki/Special:FilePath/Angelo Maria Crivelli - Landscape with Birds - KMS1026 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1026;565;800;image/jpeg
KMSst54;Q20355183;[[wikidata:Q28842945]];Travellers Attacked by Robbers;https://commons.wikimedia.org/wiki/Special:FilePath/Weyer - Travellers Attacked by Robbers - KMSst54 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSst54;585;768;image/jpeg
KMS7065;Q20267225;[[wikidata:Q2286906]];Portrait of Charles-Claude Flahaut de la Billarderie comte d'Angiviller (1730-1809);https://commons.wikimedia.org/wiki/Special:FilePath/Joseph-Siffred Duplessis - Portrait of Charles-Claude Flahaut de la Billarderie comte d'Angiviller (1730-1809) - KMS7065 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS7065;600;462;image/jpeg
KMS3677;Q20275122;[[wikidata:Q358399]];The Sister's Bed;https://commons.wikimedia.org/wiki/Special:FilePath/Wilhelm Marstrand - The Sister's Bed - KMS3677 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS3677;554;768;image/jpeg
KMS1291;Q20267643;None;Barneportræt fra midten af 1600-tallet;https://commons.wikimedia.org/wiki/Special:FilePath/KMS 1291 Ubekendt - Barneportræt fra midten af 1600-tallet - KMS1291 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS1291;768;584;image/jpeg
KKS1983-190;Q20539205;[[wikidata:Q12324247]];"Portrættet af Rita", 1983;;https://collection.smk.dk/#/en/detail/KKS1983-190;;;
KMSsp402;Q20440685;[[wikidata:Q3388014]];View of the Country House Oversteen;https://commons.wikimedia.org/wiki/Special:FilePath/Pieter Jansz van Asch - View of the Country House Oversteen - KMSsp402 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp402;324;768;image/jpeg
KMS1832;Q20381424;[[wikidata:Q5350153]];And in his Eyes I Saw Death;;https://collection.smk.dk/#/en/detail/KMS1832;;;
KMS4306;Q20439055;[[wikidata:Q12321390]];Piazzale Michelangelo near Florence;;https://collection.smk.dk/#/en/detail/KMS4306;;;
KMS4616;Q20434596;[[wikidata:Q21055]];Johannes Søbøtker Hohlenberg, Leder af den danske handelsstation i Serampore nær Calcutta;https://commons.wikimedia.org/wiki/Special:FilePath/C.A. Jensen - Johannes Søbøtker Hohlenberg, Leder af den danske handelsstation i Serampore nær Calcutta - KMS4616 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS4616;600;478;image/jpeg
DEP700;Q48449400;[[wikidata:Q152793]];Uden titel;;https://collection.smk.dk/#/en/detail/DEP700;;;
KMS1764;Q20540647;[[wikidata:Q363823]];selvportræt;https://commons.wikimedia.org/wiki/Special:FilePath/Eckersberg, Christoffer Wilhelm - Self-Portrait - 1811.jpeg;https://collection.smk.dk/#/en/detail/KMS1764;979;770;image/jpeg
KMSsp605;Q20409662;[[wikidata:Q324288]];Street Scene in Rome;https://commons.wikimedia.org/wiki/Special:FilePath/Jan van Huchtenburg - Street Scene in Rome - KMSsp605 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp605;457;520;image/jpeg
KMS6152;Q20355569;[[wikidata:Q1093554]];The Tuals Farm;;https://collection.smk.dk/#/en/detail/KMS6152;;;
KMS6191;Q20547381;[[wikidata:Q18646058]];Evening, Søborg;;https://collection.smk.dk/#/en/detail/KMS6191;;;
KMS7226;Q20440521;[[wikidata:Q28049162]];Girls near Præstø Bay;;https://collection.smk.dk/#/en/detail/KMS7226;;;
KMS8356;Q20355125;[[wikidata:Q17106785]];Money;;https://collection.smk.dk/#/en/detail/KMS8356;;;
KMS6355;Q20540557;[[wikidata:Q21470234]];Impressions from a Shipyard;;https://collection.smk.dk/#/en/detail/KMS6355;;;
KMS15a;Q20540951;[[wikidata:Q316269]];Nuditet med mand og kvinde;https://commons.wikimedia.org/wiki/Special:FilePath/Agostino Carracci - Nuditet med mand og kvinde - KMS15a - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS15a;756;1000;image/jpeg
KMS779;Q20354477;[[wikidata:Q3104314]];The Family Having Lunch;https://commons.wikimedia.org/wiki/Special:FilePath/Gerrit Lundens - The Family Having Lunch - KMS779 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS779;768;650;image/jpeg
KMSsp394;Q20278270;[[wikidata:Q21039685]];Church Interior;https://commons.wikimedia.org/wiki/Special:FilePath/Hans Jurriaensz van Baden - Church Interior - KMSsp394 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMSsp394;581;768;image/jpeg
KMS7854;Q20469365;[[wikidata:Q392816]];Til Plys;;https://collection.smk.dk/#/en/detail/KMS7854;;;
KMS239;Q20441129;[[wikidata:Q2086023]];Josef forklarer drømmen om negene for sine brødre;https://commons.wikimedia.org/wiki/Special:FilePath/Albert Küchler - Josef forklarer drømmen om negene for sine brødre - KMS239 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS239;557;768;image/jpeg
KMS4506;Q20440397;[[wikidata:Q12313905]];Imaginary Architectural Monuments;https://commons.wikimedia.org/wiki/Special:FilePath/Giovanni Antonio Cesari - Imaginary Architectural Monuments - KMS4506 - Statens Museum for Kunst.jpg;https://collection.smk.dk/#/en/detail/KMS4506;582;768;image/jpeg
KMS8091;Q20440557;[[wikidata:Q164351]];Sort, Rød, Guld;;https://collection.smk.dk/#/en/detail/KMS8091;;;
