?item	?itemLabel	?kid	?commons_skab	?commonscat	?article
<http://www.wikidata.org/entity/Q373753>	"Lorenz Frølich"@da	"419"	"Lorenz Frølich"	"Lorenz Frølich"	<https://commons.wikimedia.org/wiki/Category:Lorenz_Fr%C3%B8lich>
<http://www.wikidata.org/entity/Q374039>	"Ferdinand Bol"@da	"1377"	"Ferdinand Bol"	"Ferdinand Bol"	<https://commons.wikimedia.org/wiki/Ferdinand_Bol>
<http://www.wikidata.org/entity/Q380704>	"Bartholomeus van der Helst"@da	"2497"	"Bartholomeus van der Helst"	"Bartholomeus van der Helst"	<https://commons.wikimedia.org/wiki/Bartholomeus_van_der_Helst>
<http://www.wikidata.org/entity/Q381458>	"Christen Købke"@da	"1000"	"Christen Købke"	"Christen Købke"	<https://commons.wikimedia.org/wiki/Christen_K%C3%B8bke>
<http://www.wikidata.org/entity/Q381801>	"Aert van der Neer"@da	"847"	"Aert van der Neer"	"Aert van der Neer"	<https://commons.wikimedia.org/wiki/Category:Aert_van_der_Neer>
<http://www.wikidata.org/entity/Q384860>	"Serge Poliakoff"@da	"1615"	"Serge Poliakoff"	"Serge Poliakoff"	<https://commons.wikimedia.org/wiki/Category:Serge_Poliakoff>
<http://www.wikidata.org/entity/Q388005>	"Cosima von Bonin"@da			"Cosima von Bonin"	<https://commons.wikimedia.org/wiki/Category:Cosima_von_Bonin>
<http://www.wikidata.org/entity/Q391182>	"Charles Dufresne"@da	"1526"	"Charles Dufresne"	"Charles Dufresne"	<https://commons.wikimedia.org/wiki/Category:Charles_Dufresne>
<http://www.wikidata.org/entity/Q392090>	"Daniel Van Heil"@da	"2818"	"Daniël van Heil"	"Daniël van Heil"	<https://commons.wikimedia.org/wiki/Category:Dani%C3%ABl_van_Heil>
<http://www.wikidata.org/entity/Q314548>	"Gerrit van Honthorst"@da	"2504"	"Gerard van Honthorst"	"Gerard van Honthorst"	<https://commons.wikimedia.org/wiki/Gerard_van_Honthorst>
<http://www.wikidata.org/entity/Q314889>	"Pieter de Hooch"@da	"2507"	"Pieter de Hooch"	"Pieter de Hooch"	<https://commons.wikimedia.org/wiki/Pieter_de_Hooch>
<http://www.wikidata.org/entity/Q288087>	"Jens Adolf Jerichau"@da	"2249"	"Jens Adolf Jerichau"	"Jens Adolf Jerichau (sculptor)"	<https://commons.wikimedia.org/wiki/Category:Jens_Adolf_Jerichau_(sculptor)>
<http://www.wikidata.org/entity/Q290135>	"Carl Fredrik Kiörboe"@da	"1675"	"Carl Fredrik Kiörboe"	"Carl Fredrik Kiörboe"	<https://commons.wikimedia.org/wiki/Category:Carl_Fredrik_Ki%C3%B6rboe>
<http://www.wikidata.org/entity/Q292250>	"Maria van Oosterwijck"@da	"1578"	"Maria van Oosterwijck"	"Maria van Oosterwijck"	<https://commons.wikimedia.org/wiki/Category:Maria_van_Oosterwijck>
<http://www.wikidata.org/entity/Q296265>	"Filippino Lippi"@da	"736"	"Filippino Lippi"	"Filippino Lippi"	<https://commons.wikimedia.org/wiki/Filippino_Lippi>
<http://www.wikidata.org/entity/Q297838>	"Jusepe de Ribera"@da	"1757"	"José de Ribera"	"José de Ribera"	<https://commons.wikimedia.org/wiki/Jos%C3%A9_de_Ribera>
<http://www.wikidata.org/entity/Q468214>	"Ludolf Bakhuizen"@da	"1334"	"Ludolf Bakhuizen"	"Ludolf Bakhuizen"	<https://commons.wikimedia.org/wiki/Ludolf_Bakhuizen>
<http://www.wikidata.org/entity/Q468252>	"Michael Ancher"@da	"21424"	"Michael Ancher"	"Michael Ancher"	<https://commons.wikimedia.org/wiki/Creator:Michael_Ancher>
<http://www.wikidata.org/entity/Q468252>	"Michael Ancher"@da	"133"	"Michael Ancher"	"Michael Ancher"	<https://commons.wikimedia.org/wiki/Creator:Michael_Ancher>
<http://www.wikidata.org/entity/Q470655>	"Philipp Peter Roos"@da	"1774"	"Philipp Peter Roos"	"Philipp Peter Roos"	<https://commons.wikimedia.org/wiki/Category:Philipp_Peter_Roos>
<http://www.wikidata.org/entity/Q471147>	"Johann Heinrich Roos"@da	"1772"	"Johann Heinrich Roos"	"Johann Heinrich Roos"	<https://commons.wikimedia.org/wiki/Category:Johann_Heinrich_Roos>
<http://www.wikidata.org/entity/Q538158>	"Balthasar Denner"@da	"491"	"Balthasar Denner"	"Balthasar Denner"	<https://commons.wikimedia.org/wiki/Category:Balthasar_Denner>
<http://www.wikidata.org/entity/Q538350>	"Maerten van Heemskerck"@da	"2493"	"Maarten van Heemskerck"	"Maarten van Heemskerck"	<https://commons.wikimedia.org/wiki/Maarten_van_Heemskerck>
<http://www.wikidata.org/entity/Q538998>	"Carlo Maratta"@da	"768"	"Carlo Maratta"	"Carlo Maratta"	<https://commons.wikimedia.org/wiki/Category:Carlo_Maratta>
<http://www.wikidata.org/entity/Q539036>	"Allaert van Everdingen"@da	"174"	"Allaert van Everdingen"	"Allaert van Everdingen"	<https://commons.wikimedia.org/wiki/Category:Allaert_van_Everdingen>
<http://www.wikidata.org/entity/Q539074>	"Herman Saftleven"@da	"1795"	"Herman Saftleven"	"Herman Saftleven"	<https://commons.wikimedia.org/wiki/Herman_Saftleven>
<http://www.wikidata.org/entity/Q539474>	"Constantin Hansen"@da	"64"	"Constantin Hansen"	"Constantin Hansen"	<https://commons.wikimedia.org/wiki/Category:Constantin_Hansen>
<http://www.wikidata.org/entity/Q437233>	"Hendrick ter Brugghen"@da	"1403"	"Hendrick ter Brugghen"	"Hendrick ter Brugghen"	<https://commons.wikimedia.org/wiki/Category:Hendrick_ter_Brugghen>
<http://www.wikidata.org/entity/Q439439>	"Johann König"@da	"701"	"Johann König"	"Johann König"	<https://commons.wikimedia.org/wiki/Category:Johann_K%C3%B6nig>
<http://www.wikidata.org/entity/Q442484>	"Cornelis Cornelisz. van Haarlem"@da	"1446"	"Cornelis Cornelisz. van Haarlem"	"Cornelis Cornelisz. van Haarlem"	<https://commons.wikimedia.org/wiki/Category:Cornelis_Cornelisz._van_Haarlem>
<http://www.wikidata.org/entity/Q445825>	"Pieter Nason"@da	"841"	"Pieter Nason"	"Pieter Nason"	<https://commons.wikimedia.org/wiki/Category:Pieter_Nason>
<http://www.wikidata.org/entity/Q445891>	"Frits Thaulow"@da	"22491"	"Frits Thaulow"	"Frits Thaulow"	<https://commons.wikimedia.org/wiki/Category:Frits_Thaulow>
<http://www.wikidata.org/entity/Q445891>	"Frits Thaulow"@da	"1127"	"Frits Thaulow"	"Frits Thaulow"	<https://commons.wikimedia.org/wiki/Category:Frits_Thaulow>
<http://www.wikidata.org/entity/Q572610>	"Anthonie van Borssom"@da	"1381"	"Anthonie van Borssom"	"Anthonie van Borssom"	<https://commons.wikimedia.org/wiki/Category:Anthonie_van_Borssom>
<http://www.wikidata.org/entity/Q576002>	"Cornelis Claesz. van Wieringen"@da	"1959"	"Cornelis Claesz. van Wieringen"	"Cornelis Claesz. van Wieringen"	<https://commons.wikimedia.org/wiki/Category:Cornelis_Claesz._van_Wieringen>
<http://www.wikidata.org/entity/Q576025>	"Gerrit Berckheyde"@da	"1359"	"Gerrit Berckheyde"	"Gerrit Berckheyde"	<https://commons.wikimedia.org/wiki/Gerrit_Berckheyde>
<http://www.wikidata.org/entity/Q576178>	"Richard Brakenburg"@da	"1390"	"Richard Brakenburgh"	"Richard Brakenburgh"	<https://commons.wikimedia.org/wiki/Category:Richard_Brakenburgh>
<http://www.wikidata.org/entity/Q576572>	"Dirck Helmbreeker"@da	"2816"	"Dirck Helmbreeker"	"Dirck Helmbreeker"	<https://commons.wikimedia.org/wiki/Category:Dirck_Helmbreeker>
<http://www.wikidata.org/entity/Q577044>	"Jacob Matham"@da	"34683"	"Jacob Matham"	"Jacob Matham"	<https://commons.wikimedia.org/wiki/Category:Jacob_Matham>
<http://www.wikidata.org/entity/Q577279>	"Jan Mostaert"@da	"833"	"Jan Mostaert"	"Jan Mostaert"	<https://commons.wikimedia.org/wiki/Jan_Mostaert>
<http://www.wikidata.org/entity/Q577489>	"Frans Post"@da	"1619"	"Frans Post"	"Frans Post"	<https://commons.wikimedia.org/wiki/Category:Frans_Post>
<http://www.wikidata.org/entity/Q320671>	"Johann Philipp Lemke"@da	"725"	"Johan Philip Lemke"	"Johan Filip Lemke"	<https://commons.wikimedia.org/wiki/Category:Johan_Filip_Lemke>
<http://www.wikidata.org/entity/Q320980>	"Lucas van Leyden"@da	"722"	"Lucas van Leyden"	"Lucas van Leyden"	<https://commons.wikimedia.org/wiki/Lucas_van_Leyden>
<http://www.wikidata.org/entity/Q322029>	"Christoph Schwartz"@da	"34949"	"Christoph Schwarz"	"Christoph Schwarz"	<https://commons.wikimedia.org/wiki/Category:Christoph_Schwarz>
<http://www.wikidata.org/entity/Q323581>	"Bertholet Flemalle"@da	"1555"	"Bertholet Flémal"	"Bertholet Flémal"	<https://commons.wikimedia.org/wiki/Category:Bertholet_Fl%C3%A9mal>
<http://www.wikidata.org/entity/Q323617>	"Cornelis Huysmans"@da	"664"	"Cornelis Huysmans"	"Cornelis Huysmans"	<https://commons.wikimedia.org/wiki/Category:Cornelis_Huysmans>
<http://www.wikidata.org/entity/Q323700>	"Ferdinand Fagerlin"@da	"1647"	"Ferdinand Fagerlin"	"Ferdinand Fagerlin"	<https://commons.wikimedia.org/wiki/Category:Ferdinand_Fagerlin>
<http://www.wikidata.org/entity/Q323792>	"Johan le Ducq"@da	"2054"	"Johan le Ducq"	"Johan le Ducq"	<https://commons.wikimedia.org/wiki/Category:Johan_le_Ducq>
<http://www.wikidata.org/entity/Q323867>	"Heinrich Hansen"@da	"67"	"Heinrich Hansen"	"Heinrich Hansen"	<https://commons.wikimedia.org/wiki/Category:Heinrich_Hansen>
<http://www.wikidata.org/entity/Q323932>	"David, III Ryckaert"@da	"1761"	"David Rijckaert (III)"	"David Rijckaert (III)"	<https://commons.wikimedia.org/wiki/Category:David_Rijckaert_(III)>
<http://www.wikidata.org/entity/Q310285>	"Adam Elsheimer"@da	"1541"	"Adam Elsheimer"	"Adam Elsheimer"	<https://commons.wikimedia.org/wiki/Category:Adam_Elsheimer>
<http://www.wikidata.org/entity/Q310973>	"Lorenzo Lotto"@da	"750"	"Lorenzo Lotto"	"Lorenzo Lotto"	<https://commons.wikimedia.org/wiki/Lorenzo_Lotto>
<http://www.wikidata.org/entity/Q106851>	"Hans Memling"@da	"791"	"Hans Memling"	"Hans Memling"	<https://commons.wikimedia.org/wiki/Hans_Memling>
<http://www.wikidata.org/entity/Q148475>	"Jean-Baptiste Camille Corot"@da	"1273"	"Jean-Baptiste Camille Corot"	"Jean-Baptiste-Camille Corot"	<https://commons.wikimedia.org/wiki/Jean-Baptiste-Camille_Corot>
<http://www.wikidata.org/entity/Q150679>	"Antoon van Dyck"@da	"1509"	"Anthony van Dyck"	"Anthony van Dyck"	<https://commons.wikimedia.org/wiki/Anthony_van_Dyck>
<http://www.wikidata.org/entity/Q553273>	"Willem van Aelst"@da	"1314"	"Willem van Aelst"	"Willem van Aelst"	<https://commons.wikimedia.org/wiki/Category:Willem_van_Aelst>
<http://www.wikidata.org/entity/Q555022>	"Marten de, the elder Vos"@da	"1941"	"Maerten de Vos"	"Maerten de Vos"	<https://commons.wikimedia.org/wiki/Category:Maerten_de_Vos>
<http://www.wikidata.org/entity/Q555152>	"Jiří Georg Dokoupil"@da	"4151"		"Jiri Georg Dokoupil"	<https://commons.wikimedia.org/wiki/Category:Ji%C5%99%C3%AD_Georg_Dokoupil>
<http://www.wikidata.org/entity/Q559004>	"Johannes Rottenhammer"@da	"1779"	"Hans Rottenhammer"	"Hans Rottenhammer"	<https://commons.wikimedia.org/wiki/Category:Hans_Rottenhammer>
<http://www.wikidata.org/entity/Q560548>	"Joos de Momper"@da	"822"	"Joos de Momper (II)"	"Joos de Momper (II)"	<https://commons.wikimedia.org/wiki/Category:Joos_de_Momper_(II)>
<http://www.wikidata.org/entity/Q285423>	"Sebastiano del Piombo"@da	"1610"	"Sebastiano del Piombo"	"Sebastiano del Piombo"	<https://commons.wikimedia.org/wiki/Sebastiano_del_Piombo>
<http://www.wikidata.org/entity/Q286670>	"Giovanni Paolo Panini"@da	"1590"	"Giovanni Paolo Pannini"	"Giovanni Paolo Pannini"	<https://commons.wikimedia.org/wiki/Giovanni_Paolo_Pannini>
<http://www.wikidata.org/entity/Q830611>	"Franz Werner von Tamm"@da	"1858"	"Franz Werner von Tamm"	"Franz Werner von Tamm"	<https://commons.wikimedia.org/wiki/Category:Franz_Werner_von_Tamm>
<http://www.wikidata.org/entity/Q835394>	"Christoph Ludwig Agricola"@da	"1316"	"Christoph Ludwig Agricola"	"Christoph Ludwig Agricola"	<https://commons.wikimedia.org/wiki/Category:Christoph_Ludwig_Agricola>
<http://www.wikidata.org/entity/Q846264>	"Isaac de Moucheron"@da	"835"	"Isaac de Moucheron"	"Isaac de Moucheron"	<https://commons.wikimedia.org/wiki/Category:Isaac_de_Moucheron>
<http://www.wikidata.org/entity/Q863840>	"Jan Jansz. den, the elder Uyl"@da		"Jan Jansz. den Uyl"	"Jan Jansz. den Uyl"	<https://commons.wikimedia.org/wiki/Category:Jan_Jansz._den_Uyl>
<http://www.wikidata.org/entity/Q863953>	"Simon Luttichuys"@da	"757"	"Simon Luttichuys"	"Simon Luttichuys"	<https://commons.wikimedia.org/wiki/Category:Simon_Luttichuys>
<http://www.wikidata.org/entity/Q864059>	"Jan Anthonisz. van Ravesteyn"@da	"40189"	"Jan van Ravesteyn"	"Jan van Ravesteyn"	<https://commons.wikimedia.org/wiki/Category:Jan_van_Ravesteyn>
<http://www.wikidata.org/entity/Q864059>	"Jan Anthonisz. van Ravesteyn"@da	"1753"	"Jan van Ravesteyn"	"Jan van Ravesteyn"	<https://commons.wikimedia.org/wiki/Category:Jan_van_Ravesteyn>
<http://www.wikidata.org/entity/Q864092>	"Michiel van Mierevelt"@da	"804"	"Michiel van Mierevelt"	"Michiel Jansz. van Mierevelt"	<https://commons.wikimedia.org/wiki/Category:Michiel_Jansz._van_Mierevelt>
<http://www.wikidata.org/entity/Q864173>	"Hendrik Cornelisz. van Vliet"@da	"1934"	"Hendrick Cornelisz. van Vliet"	"Hendrick Cornelisz. van Vliet"	<https://commons.wikimedia.org/wiki/Category:Hendrick_Cornelisz._van_Vliet>
<http://www.wikidata.org/entity/Q864403>	"Johannes Mijtens"@da	"811"	"Johannes Mijtens"	"Johannes Mijtens"	<https://commons.wikimedia.org/wiki/Category:Johannes_Mijtens>
<http://www.wikidata.org/entity/Q864447>	"Jacob Van Der Does"@da	"1512"	"Jacob van der Does"	"Jacob van der Does"	<https://commons.wikimedia.org/wiki/Category:Jacob_van_der_Does>
<http://www.wikidata.org/entity/Q550146>	"Gerbrand van den Eeckhout"@da	"1535"	"Gerbrand van den Eeckhout"	"Gerbrand van den Eeckhout"	<https://commons.wikimedia.org/wiki/Category:Gerbrand_van_den_Eeckhout>
<http://www.wikidata.org/entity/Q550302>	"Nicolas de Largillière"@da	"2063"	"Nicolas de Largillière"	"Nicolas de Largillière"	<https://commons.wikimedia.org/wiki/Nicolas_de_Largilli%C3%A8re>
<http://www.wikidata.org/entity/Q550401>	"Govert Flinck"@da	"1556"	"Govert Flinck"	"Govert Flinck"	<https://commons.wikimedia.org/wiki/Category:Govert_Flinck>
<http://www.wikidata.org/entity/Q553259>	"Marsden Hartley"@da	"34265"	"Marsden Hartley"	"Marsden Hartley"	<https://commons.wikimedia.org/wiki/Category:Marsden_Hartley>
<http://www.wikidata.org/entity/Q544264>	"Denijs Calvaert"@da	"3101"	"Denys Calvaert"	"Denys Calvaert"	<https://commons.wikimedia.org/wiki/Category:Denys_Calvaert>
<http://www.wikidata.org/entity/Q545293>	"Maximilien Luce"@da	"753"	"Maximilien Luce"	"Maximilien Luce"	<https://commons.wikimedia.org/wiki/Category:Maximilien_Luce>
<http://www.wikidata.org/entity/Q547055>	"Carl Bloch"@da	"141"	"Carl Bloch"	"Carl Bloch"	<https://commons.wikimedia.org/wiki/Category:Carl_Bloch>
<http://www.wikidata.org/entity/Q548205>	"Hubert Robert"@da	"1763"	"Hubert Robert"	"Hubert Robert"	<https://commons.wikimedia.org/wiki/Hubert_Robert>
<http://www.wikidata.org/entity/Q737117>	"Franz Joachim Beich"@da	"1981"	"Franz Joachim Beich"	"Franz Joachim Beich"	<https://commons.wikimedia.org/wiki/Category:Franz_Joachim_Beich>
<http://www.wikidata.org/entity/Q737137>	"Jean-Baptiste Oudry"@da	"1584"	"Jean-Baptiste Oudry"	"Jean-Baptiste Oudry"	<https://commons.wikimedia.org/wiki/Category:Jean-Baptiste_Oudry>
<http://www.wikidata.org/entity/Q739176>	"Eilif Peterssen"@da	"22263"	"Eilif Peterssen"	"Eilif Peterssen"	<https://commons.wikimedia.org/wiki/Category:Eilif_Peterssen>
<http://www.wikidata.org/entity/Q739176>	"Eilif Peterssen"@da	"1703"	"Eilif Peterssen"	"Eilif Peterssen"	<https://commons.wikimedia.org/wiki/Category:Eilif_Peterssen>
<http://www.wikidata.org/entity/Q741375>	"Gaspard Poussin"@da	"1529"	"Gaspard Dughet"	"Gaspard Dughet"	<https://commons.wikimedia.org/wiki/Category:Gaspard_Dughet>
<http://www.wikidata.org/entity/Q741430>	"Herman Wilhelm Bissen"@da	"466"	"Herman Wilhelm Bissen"	"Herman Wilhelm Bissen"	<https://commons.wikimedia.org/wiki/Category:Herman_Wilhelm_Bissen>
<http://www.wikidata.org/entity/Q718882>	"Roger de La Fresnaye"@da	"704"	"Roger-Noël-François de La Fresnaye"	"Roger-Noël-François de La Fresnaye"	<https://commons.wikimedia.org/wiki/Category:Roger-No%C3%ABl-Fran%C3%A7ois_de_La_Fresnaye>
<http://www.wikidata.org/entity/Q719666>	"Karel Dujardin"@da	"1531"	"Karel Dujardin"	"Karel Dujardin"	<https://commons.wikimedia.org/wiki/Category:Karel_Dujardin>
<http://www.wikidata.org/entity/Q720704>	"Georg von Rosen"@da	"1046"	"Georg von Rosen"	"Georg von Rosen"	<https://commons.wikimedia.org/wiki/Category:Georg_von_Rosen>
<http://www.wikidata.org/entity/Q721656>	"Egbert Van Heemskerck"@da	"2492"	"Egbert van Heemskerck (I)"	"Egbert van Heemskerck (I)"	<https://commons.wikimedia.org/wiki/Category:Egbert_van_Heemskerck_(I)>
<http://www.wikidata.org/entity/Q722323>	"Elias Van Den Broeck"@da	"1396"	"Elias van den Broeck"	"Elias van den Broeck"	<https://commons.wikimedia.org/wiki/Category:Elias_van_den_Broeck>
<http://www.wikidata.org/entity/Q724140>	"Narcisse Diaz"@da	"1283"	"Narcisse Virgile Diaz de la Peña"	"Narcisse Virgile Diaz de la Peña"	<https://commons.wikimedia.org/wiki/Category:Narcisse_Virgile_Diaz_de_la_Pe%C3%B1a>
<http://www.wikidata.org/entity/Q151836>	"Friedensreich Hundertwasser"@da	"699"		"Friedensreich Hundertwasser"	<https://commons.wikimedia.org/wiki/Friedensreich_Hundertwasser>
<http://www.wikidata.org/entity/Q134741>	"Camille Pissarro"@da	"1297"	"Camille Pissarro"	"Camille Pissarro"	<https://commons.wikimedia.org/wiki/Camille_Pissarro>
<http://www.wikidata.org/entity/Q138156>	"Jørgen Roed"@da	"1045"	"Jørgen Roed"	"Jørgen Roed"	<https://commons.wikimedia.org/wiki/Category:J%C3%B8rgen_Roed>
<http://www.wikidata.org/entity/Q139583>	"Peeter Gijsels"@da	"2474"	"Pieter Gijsels"	"Pieter Gijsels"	<https://commons.wikimedia.org/wiki/Category:Pieter_Gijsels>
<http://www.wikidata.org/entity/Q142710>	"Roelant Savery"@da	"1801"	"Roelant Savery"	"Roelant Savery"	<https://commons.wikimedia.org/wiki/Category:Roelant_Savery>
<http://www.wikidata.org/entity/Q319854>	"Nicolai Abildgaard"@da	"124"	"Nicolai Abildgaard"	"Nicolai Abraham Abildgaard"	<https://commons.wikimedia.org/wiki/Category:Nicolai_Abraham_Abildgaard>
<http://www.wikidata.org/entity/Q320118>	"Domenichino"@da	"1514"	"Domenichino"	"Domenichino"	<https://commons.wikimedia.org/wiki/Category:Domenichino>
<http://www.wikidata.org/entity/Q153965>	"Joseph Beuys"@da	"2080"	"Joseph Beuys"	"Joseph Beuys"	<https://commons.wikimedia.org/wiki/Joseph_Beuys>
<http://www.wikidata.org/entity/Q768520>	"Pieter van der Werff"@da	"1955"	"Pieter van der Werff"	"Pieter van der Werff"	<https://commons.wikimedia.org/wiki/Category:Pieter_van_der_Werff>
<http://www.wikidata.org/entity/Q785254>	"Sebastiano Mainardi"@da		"Bastiano Mainardi"	"Sebastiano Mainardi"	<https://commons.wikimedia.org/wiki/Category:Sebastiano_Mainardi>
<http://www.wikidata.org/entity/Q785355>	"Otto van Veen"@da	"1896"	"Otto van Veen"	"Otto van Veen"	<https://commons.wikimedia.org/wiki/Category:Otto_van_Veen>
<http://www.wikidata.org/entity/Q819197>	"Asmus Jacob Carstens"@da	"480"	"Asmus Jakob Carstens"	"Asmus Jacob Carstens"	<https://commons.wikimedia.org/wiki/Category:Asmus_Jacob_Carstens>
<http://www.wikidata.org/entity/Q820693>	"Heinrich August Grosch"@da	"522"	"Heinrich August Grosch"	"Heinrich August Grosch"	<https://commons.wikimedia.org/wiki/Category:Heinrich_August_Grosch>
<http://www.wikidata.org/entity/Q821206>	"Hermann Carmiencke"@da	"479"	"Johann Hermann Carmiencke"	"Johann Hermann Carmiencke"	<https://commons.wikimedia.org/wiki/Category:Johann_Hermann_Carmiencke>
<http://www.wikidata.org/entity/Q930162>	"Marco Ricci"@da	"1758"	"Marco Ricci"	"Marco Ricci"	<https://commons.wikimedia.org/wiki/Category:Marco_Ricci>
<http://www.wikidata.org/entity/Q932263>	"Thomas de Keyser"@da	"677"	"Thomas de Keyser"	"Thomas de Keyser"	<https://commons.wikimedia.org/wiki/Category:Thomas_de_Keyser>
<http://www.wikidata.org/entity/Q935915>	"Lambert van Haven"@da	"538"		"Lambert van Haven"	<https://commons.wikimedia.org/wiki/Category:Lambert_van_Haven>
<http://www.wikidata.org/entity/Q936917>	"Nicolaes Knüpfer"@da	"688"	"Nicolaes Knüpfer"	"Nicolaes Knüpfer"	<https://commons.wikimedia.org/wiki/Category:Nicolaes_Kn%C3%BCpfer>
<http://www.wikidata.org/entity/Q937096>	"John Martin"@da	"34401"	"John Martin"	"John Martin"	<https://commons.wikimedia.org/wiki/Category:John_Martin>
<http://www.wikidata.org/entity/Q938753>	"Jan Baptist van Fornenburgh"@da	"1558"	"Jan Baptist van Fornenburgh"	"Jan Baptist van Fornenburgh"	<https://commons.wikimedia.org/wiki/Category:Jan_Baptist_van_Fornenburgh>
<http://www.wikidata.org/entity/Q690155>	"Marcel Gromaire"@da	"2742"	"Marcel Gromaire"	"Marcel Gromaire"	<https://commons.wikimedia.org/wiki/Category:Marcel_Gromaire>
<http://www.wikidata.org/entity/Q697681>	"Constant"@da	"39764"		"Constant Nieuwenhuys"	<https://commons.wikimedia.org/wiki/Category:Constant_Nieuwenhuys>
<http://www.wikidata.org/entity/Q697681>	"Constant"@da	"348"		"Constant Nieuwenhuys"	<https://commons.wikimedia.org/wiki/Category:Constant_Nieuwenhuys>
<http://www.wikidata.org/entity/Q698624>	"Georg Pencz"@da	"1597"	"Georg Pencz"	"Georg Pencz"	<https://commons.wikimedia.org/wiki/Category:Georg_Pencz>
<http://www.wikidata.org/entity/Q699740>	"Johann Baptist Von Lampi"@da	"3113"	"Johann-Baptist Lampi d. Ä."	"Johann-Baptist Lampi d. Ä."	<https://commons.wikimedia.org/wiki/Category:Johann-Baptist_Lampi_d._%C3%84.>
<http://www.wikidata.org/entity/Q700163>	"Jan Kupecký"@da	"698"	"Jan Kupecký"	"Jan Kupecký"	<https://commons.wikimedia.org/wiki/Category:Jan_Kupeck%C3%BD>
<http://www.wikidata.org/entity/Q700279>	"Johann Liss"@da		"Johann Liss"	"Johann Liss"	<https://commons.wikimedia.org/wiki/Category:Johann_Liss>
